report_date,CUSTOMER_ID,joint_type,relation_type,ASC_CUSTOMER_ID
2019-03-31,2E9624EF2F922431748847D8CD94F8A66E,Single,NULL,NULL
2019-03-31,8E4CBC56B00AAFB9C4D9267CA1FACE6D5C,Single,NULL,NULL
2019-03-31,24080E1B927677BAC257320993F3B113F2,Single,NULL,NULL
2019-03-31,B8C7B82258E73DCCA44D3B9E64407C903C,Single,NULL,NULL
2019-03-31,A13BCC2CA3CEBFEEFF576AF2EBDEF86C0C,Single,NULL,NULL
2019-03-31,BC4B7322DA2341E73C9F2D4095DBA38EC5,Single,NULL,NULL
2019-03-31,D1E10B5F544BCF4834D3602DF7EA0B354F,Single,NULL,NULL
2019-03-31,EF911AB7B7BE2A32A3D958C6E4EA84D74C,Single,NULL,NULL
2019-03-31,C8AECDE9581CF95120013B7C26F8C7D7E0,Single,NULL,NULL
2019-03-31,CAE8EF0D8CC7EDDE6CE8F5CC2AD7D7A7FE,Single,NULL,NULL
2019-03-31,816335C5ED2B3C3438488B0FF738ED1981,Single,NULL,NULL
2019-03-31,D5F40B463EB0D3407A5B303F71F2FB36DC,Single,NULL,NULL
2019-03-31,A3E7B212E9AC77963B68FDAC879756C4A9,Single,NULL,NULL
2019-03-31,929016C16FA7CFD7E12A12030C8863EB3C,Single,NULL,NULL
2019-03-31,EEC12F4A2DE667ACB69F8CA438441013F4,Single,NULL,NULL
2019-03-31,7BD5C806E9D09B308EF828E66B2F37D0CD,Single,NULL,NULL
2019-03-31,A30EF315F4152527F73834B80E253B1ED1,Single,NULL,NULL
2019-03-31,55FFCA76C0FFD4DA616D19E8A3D379A82D,Single,NULL,NULL
2019-03-31,20408123E2CE91F4AAC5F354656F0F94F2,Single,NULL,NULL
2019-03-31,0115EACE82A5867C1A8E3CCC7D9E320576,Single,NULL,NULL
2019-03-31,10209799886E5481607BF6BB939CBF36BB,Single,NULL,NULL
2019-03-31,F0ACFD0B406BBF8B05C9CA108FCC7752A5,Single,NULL,NULL
2019-03-31,7978541D411F86615EF54FC8F9320EE632,Single,NULL,NULL
2019-03-31,44D52D3CB2CB6F2EE063E61809D7120A91,Single,NULL,NULL
2019-03-31,FA11604CC6D45B866C6D0FC69560359CCC,Single,NULL,NULL
2019-03-31,E8FF3830B932AB66FA697E7E9E1E13E004,Single,NULL,NULL
2019-03-31,80FC4F990DE48B201EB2B87002133DA9B6,Single,NULL,NULL
2019-03-31,B1815470233CBBB0D669FF8DCB5CE606E5,Single,NULL,NULL
2019-03-31,ACE42A50DEB63A16AC879728AF743B11F4,Single,NULL,NULL
2019-03-31,01C6822C604E80AA9466F4D6588AFBA17E,Single,NULL,NULL
2019-03-31,F3B25234B020465D5B14474E227ACE75B0,Single,NULL,NULL
2019-03-31,A4D5C5ABB794E93606D1C0C596950CFA92,Single,NULL,NULL
2019-03-31,5F7393A20CFF02AFA697EBC9173CDED8FC,Single,NULL,NULL
2019-03-31,A5C88F60DF92B731731206745D09A5BD9A,Single,NULL,NULL
2019-03-31,D0A058F0059F399F9CACDCA066B8DE7EC4,Single,NULL,NULL
2019-03-31,B24ED991C3DD782867B03387237459EE77,Single,NULL,NULL
2019-03-31,149B44961B14A22196A1AAA02FE04A27B1,Single,NULL,NULL
2019-03-31,81B494C3B566971370539487DC6668EB54,Single,NULL,NULL
2019-03-31,AE7D6A22646AF67D3E3C914AA6D0195C6E,Single,NULL,NULL
2019-03-31,63FAD68A326067B99647101E20BB9903A2,Single,NULL,NULL
2019-03-31,EE46D191A52F9878856A4673355D4AB889,Joint,AccountHolder,2BEBC756C85917B58271168EA8DE6270C9
2019-03-31,16086227E8E73AC48BF02C468602CEDDA7,Joint,AccountHolder,92C8231A0F238127CFF872A9399C28BEA9
2019-03-31,192FC2CEFEC207EF6F8466830486A7E4CB,Single,NULL,NULL
2019-03-31,673C3CEBBC3E26257BD079B806453177B4,Single,NULL,NULL
2019-03-31,662585618AF2A02CA590741858DEA61664,Single,NULL,NULL
2019-03-31,4FEC574E2FE77A39619308A5947ED41B2C,Single,NULL,NULL
2019-03-31,F20D10A6BFFF44D39A5EC8DDC2645C3504,Single,NULL,NULL
2019-03-31,05EDF0CE14B4354F883A2252DE4F14A951,Single,NULL,NULL
2019-03-31,E9CDCD1415A2BAEEA5EDF274CC34C8E87F,Single,NULL,NULL
2019-03-31,0CF37ECB549DDE9E75C183644ED7FB3777,Single,NULL,NULL
2019-03-31,B6A3451946534C906CCDAD2997DFC84868,Single,NULL,NULL
2019-03-31,F484AEAAD88EB544E789C25602E6DA2E09,Single,NULL,NULL
2019-03-31,8BF61DD4907F47A3FA35EE671BC0D7F024,Single,NULL,NULL
2019-03-31,87932897C5EE20E86F0B43BAD5AE187387,Single,NULL,NULL
2019-03-31,C019B9948321DBC818203612E98F40452C,Single,NULL,NULL
2019-03-31,3C312B158C71EA0586D126323B2802231B,Single,NULL,NULL
2019-03-31,4BA36964F38609CC064EDEC5314A2DEE58,Single,NULL,NULL
2019-03-31,DBF691149FA7E0117CC4DBC058B4CF87A7,Single,NULL,NULL
2019-03-31,DCDDD401E83A6139CBFE1E15039F7367FE,Single,NULL,NULL
2019-03-31,49573FDBF60B4F8DCD4F6FE8630A2CBE82,Single,NULL,NULL
2019-03-31,643B91D85C55D52B16F3C66AE883B5B0D0,Single,NULL,NULL
2019-03-31,3DF571764DB3406984A27D5F2A76BFC102,Single,NULL,NULL
2019-03-31,C9BE49A121CE8F489B90112EF827FF2AED,Single,NULL,NULL
2019-03-31,BD7D6065CE04C369A05D3C44C77C1E1FED,Single,NULL,NULL
2019-03-31,B89078BD4CCBE593059EEEC79D07707931,Single,NULL,NULL
2019-03-31,697CA709B53782D9FA3D71C64E2A264A3F,Single,NULL,NULL
2019-03-31,16CDF661BB99F4270502DEF5AF7F699802,Single,NULL,NULL
2019-03-31,8EE494577B4C207C1BB74856497E228DF1,Single,NULL,NULL
2019-03-31,0562D958ED5B9A2D20D344EA14CD8871EC,Single,NULL,NULL
2019-03-31,6C0042CF1D76B3342D669DB348B1714BA3,Single,NULL,NULL
2019-03-31,AC53847E69B7764E4380CC73EDA2CF935E,Single,NULL,NULL
2019-03-31,F19F7BD8383DC22439CDB604161223ED40,Single,NULL,NULL
2019-03-31,51C1CC44CA4EFFD860BCD60EEEA7781AF7,Single,NULL,NULL
2019-03-31,41AD614692CDAE221E5EF71FF83D75D3FD,Single,NULL,NULL
2019-03-31,C7A6F25C8849A4A3243AD6B695ACFA7F3E,Single,NULL,NULL
2019-03-31,B9C976E46E38A613AB80B41A0AC6120FEE,Single,NULL,NULL
2019-03-31,9D4A7804C3265447E77CA2F39D6A1D13A1,Single,NULL,NULL
2019-03-31,D3842813CE761ED17875A1B223B1717E6F,Single,NULL,NULL
2019-03-31,0BDA504ACFA64DDA16E6340B1207A27828,Single,NULL,NULL
2019-03-31,DA9303C95058BC7DC295BBDB4746F82F33,Single,NULL,NULL
2019-03-31,1C237763A063B1CADDFEC53254B8D6DC0A,Single,NULL,NULL
2019-03-31,FCD84F86ECE529B0BE8DD7E4656138CA78,Single,NULL,NULL
2019-03-31,EC892CC3029AD892444E7DAEE9D11AB809,Single,NULL,NULL
2019-03-31,FAF46F7F5F749424870AF2B7D4B940EC74,Single,NULL,NULL
2019-03-31,4501F47FECD55BF85581C13AB094741028,Single,NULL,NULL
2019-03-31,906ECA3A14FBCA0B81735A03539EBBDDC1,Single,NULL,NULL
2019-03-31,A419503ACDD8EAB768FA05598A02A9B7EC,Single,NULL,NULL
2019-03-31,123947C3873951680F75B597F087EC214A,Single,NULL,NULL
2019-03-31,74F424752302509305905B935C1D2F6BC5,Single,NULL,NULL
2019-03-31,D1B344991D4C9C819E8B72D4413596C257,Single,NULL,NULL
2019-03-31,72B41E7D1C12732A770DFC2F78C56DD338,Joint,AccountHolder,4996B92336CC580F66966C4E87D0FDC004
2019-03-31,6E4D7C9F83BB3DE0341B7613AC5C693404,Single,NULL,NULL
2019-03-31,CE2198C9D3E39D8753DA20E26324590577,Single,NULL,NULL
2019-03-31,266DEF3517C552760F4668548E0A480B30,Single,NULL,NULL
2019-03-31,E0BA09416C0B64246C29B4CC99CAB437A6,Single,NULL,NULL
2019-03-31,715C5B48C429B0AE929A39BCD372F78049,Single,NULL,NULL
2019-03-31,5BD4B7BCAD8818279E0C00564234ECDC1B,Single,NULL,NULL
2019-03-31,37AAD6A3043E9EDD51B3FA00CB22DDB007,Single,NULL,NULL
2019-03-31,B6C66FEF91E6A311290DC19E554FB9484A,Single,NULL,NULL
2019-03-31,1BDD2D4DBE792D60F259D01DD149EDDF2B,Single,NULL,NULL
2019-03-31,B4EF7709853E883D341AE10610307F9B16,Single,NULL,NULL
2019-03-31,5EBE99C66B6CE23C8BD8D2F0D603F8E3B7,Single,NULL,NULL
2019-03-31,1089C36E9321676501007BD325FBDA3515,Joint,AccountHolder,4C0E80DA26B4E5A2B519D7F46E5072613B
2019-03-31,3985AA815FD2B35A273915DB3DF27CC84F,Single,NULL,NULL
2019-03-31,90B36115955FAED29E30DD13E61E53F63A,Single,NULL,NULL
2019-03-31,728E950983116218A472E4130A1D202E41,Single,NULL,NULL
2019-03-31,1D4AF891A7AEBCD16D152B0E3EAA909AE1,Single,NULL,NULL
2019-03-31,C9F5F71039E3FA7059F6C3B5E6FB2C83AD,Single,NULL,NULL
2019-03-31,0FCCEDFB631E79722B22AD80508DF662E7,Joint,AccountHolder,BE2079BEAE1126A4300A39A37BCA3B3435
2019-03-31,B54ABE7245FEAFFF89C987AE7434F3F9AC,Single,NULL,NULL
2019-03-31,9102B9B2F438766635B28344BF1B260119,Single,NULL,NULL
2019-03-31,702D6E299F4A1CEA87109F3441F39C223A,Single,NULL,NULL
2019-03-31,34DF88B19D7BA74C87A5FFBA73227C6011,Single,NULL,NULL
2019-03-31,A9EE70466D87DE0701E69B2AFF92CFFE68,Single,NULL,NULL
2019-03-31,5D5A176943DA66239744217557BBF119CC,Single,NULL,NULL
2019-03-31,C1741C24BC8A9110ED78C4110D622895EA,Single,NULL,NULL
2019-03-31,8EE164A3FCF4226663F17B5A955754D56F,Single,NULL,NULL
2019-03-31,80B2655109762A31F348D35D6D2DD88A24,Single,NULL,NULL
2019-03-31,5C80D87CEF3AEAC1BCEEC7A2CC10B2848F,Single,NULL,NULL
2019-03-31,69C6FD1270919C1D6ED55A253691DCAE67,Single,NULL,NULL
2019-03-31,F4EE9060B1FEEC40E6ECBBAFC819E7AAF7,Single,NULL,NULL
2019-03-31,81A698BC6FEB6666D1BEFC351B01639813,Single,NULL,NULL
2019-03-31,534567226E6013FCDC16E56486F79CE854,Joint,AccountHolder,A2FE8836C8569FF532399416B2FB1E6945
2019-03-31,725EB4E4A82194C8B41D58D1609DA25D46,Single,NULL,NULL
2019-03-31,E95D388FBE3111EDA6873EEEF51756D4A3,Single,NULL,NULL
2019-03-31,51ED66344055FA2B4FE154656ACD90030F,Single,NULL,NULL
2019-03-31,5C57DEC133335F5FB800CC936521A52FDA,Single,NULL,NULL
2019-03-31,DCE0912263C82CD8F5B1FD7BD30121DC11,Single,NULL,NULL
2019-03-31,2325317AC2D0CE05F8AE1F8A968F61DAB9,Single,NULL,NULL
2019-03-31,59F8943377265700F3D2426DF31A6144A9,Single,NULL,NULL
2019-03-31,A5EFC7310975BDE3621ABBE6A75ABD7B30,Single,NULL,NULL
2019-03-31,774E0AB35E22447249A18F7B6776D4F4D3,Single,NULL,NULL
2019-03-31,76FDD884C1F55EEAEF218232D941BBBE58,Single,NULL,NULL
2019-03-31,1E740A5DB39F0F4A9F61343E186BD3DEF8,Single,NULL,NULL
2019-03-31,8554A777A71593C7D59CAB56C72EB78437,Single,NULL,NULL
2019-03-31,CD934E5F9ABAADA90BD352BCE789738AD1,Single,NULL,NULL
2019-03-31,0F9A483B5AE33DC7C632017F146A3A6AE7,Single,NULL,NULL
2019-03-31,151540CF4963484A08F1A773AB08E8DC8E,Single,NULL,NULL
2019-03-31,A368012A9A855C6E27E829407FEE5F7139,Single,NULL,NULL
2019-03-31,FDE2CB2090D5A944635DD54D9C73135DCF,Single,NULL,NULL
2019-03-31,FCC32D300B4FFEAC69F407335688EDE938,Single,NULL,NULL
2019-03-31,1DB92A9CC945629A78AFF872A27AE7E15F,Single,NULL,NULL
2019-03-31,5C3AE8B2AE0AB027DA299F3C7697FF4A5B,Single,NULL,NULL
2019-03-31,88DAC6D5C98E04E6A2C15E6C3971B535BB,Single,NULL,NULL
2019-03-31,C667E1FDD6DA174ACB6304D4D3222D5B5A,Single,NULL,NULL
2019-03-31,BB36B338A72832252C39779EC1587CBC84,Single,NULL,NULL
2019-03-31,5270167578D95AD0DDA688FE572EDA8085,Single,NULL,NULL
2019-03-31,61AA4826866C171C6098BD868CD1E34B1F,Single,NULL,NULL
2019-03-31,5246D1ABB35CFB2C6B83E33AF1C297D625,Single,NULL,NULL
2019-03-31,5B31DD306E9970F330AEC5E15F1451773B,Single,NULL,NULL
2019-03-31,4601BF1C39A33B241B842559C1C1EC1CF5,Single,NULL,NULL
2019-03-31,895BDE112F8B53CBB9BDFF75C950CD7D1C,Single,NULL,NULL
2019-03-31,B0B40CE0A78891FB28A15E6CD671DC4CC6,Joint,AccountHolder,4508F5719D947371AB9E26957A5051875E
2019-03-31,B3DD805FF6BDDBC24BE7BE05643A058F9E,Single,NULL,NULL
2019-03-31,CC45E8A6EDC4120890FA310B365876AB01,Single,NULL,NULL
2019-03-31,D9A0D47DEB637A2BD55AC0CA9C1474FC03,Single,NULL,NULL
2019-03-31,4C06890D18F0CC17C5EB733B8A2C4DEBC5,Single,NULL,NULL
2019-03-31,F9A5EBD4362BDB9E5AAFD63059D6BB6B91,Single,NULL,NULL
2019-03-31,8CDB6A50C8BE09C9D817BB13B98E28F861,Single,NULL,NULL
2019-03-31,A37356A4D908CD33C067A32D8B11166165,Single,NULL,NULL
2019-03-31,9EBC46D29B8E64D34F8057979CB1B2A51A,Single,NULL,NULL
2019-03-31,CEC3AA632D9F2F5C32AF45BDB332576328,Single,NULL,NULL
2019-03-31,5F5FF03D6FADF754775F0BA74A1A465228,Single,NULL,NULL
2019-03-31,1547BF22DAD5D73ECF99B503BE95112A6C,Single,NULL,NULL
